incident,application,region,prod_line,opened,app_category,priority,urgency,impact,Closed,sup_grp,grp_level,resolved,res_category,cust_time,pend_time,call_log,chat_log
INC000019033961,APP000010029495,R1024,PL1001,2018-09-13 8:39,Software,Priority 3,High,Limited,2018-09-27 0:00,SG1205,Level 2,2018-09-16 3:35,Configuration Error,240934,138812,,
INC000018876459,APP000010021404,R1016,PL1001,2018-08-12 21:02,Software,Priority 3,High,Limited,2018-08-24 0:09,SG1112,Level 2,2018-08-13 4:07,User Access / Permission,25489,227,,
INC000018480622,APP000010026365,R1028,PL1001,2018-05-23 6:21,Software,Priority 4,Medium,Limited,2018-06-03 0:17,SG1116,Level 3,2018-05-23 6:25,Data Issue,265,0,,
INC000018520357,APP000010027900,R1028,PL1001,2018-05-31 6:47,Software,Priority 3,High,Limited,2018-06-19 0:07,SG1112,Level 2,2018-06-08 9:44,Connectivity,701787,0,,
INC000019744241,APP0000629,R1044,PL1001,2019-02-11 4:19,Software,Priority 2,High,Large,2019-02-22 0:18,SG1062,Level 2,2019-02-11 6:27,User knowledge or training error,7662,0,,8.31E+17
INC000018824082,APP000010007552,R1028,PL1001,2018-08-01 1:35,Software,Priority 4,Medium,Limited,2018-08-12 0:04,SG1114,Level 3,2018-08-01 9:29,Job Failure,28461,0,,
INC000018883228,APP000010023266,R1001,PL1001,2018-08-13 20:51,Software,Priority 3,High,Limited,2018-08-25 0:00,SG1024,Level 2,2018-08-14 1:01,Job Failure,14985,544,,
INC000018439521,APP000010022548,R1028,PL1001,2018-05-15 13:54,Software,Priority 4,Low,Limited,2018-06-22 0:11,SG1214,Level 2,2018-06-11 12:47,Change Implementation,2328766,728249,,
INC000018773164,APP0006896,R1028,PL1002,2018-07-20 16:28,Software,Priority 4,Low,Limited,2018-08-03 0:08,SG1123,Level 1,2018-07-23 16:13,Connectivity,258291,164502,,8.31E+17
INC000018421760,APP000010024042,R1007,PL1001,2018-05-11 9:41,Software,Priority 3,High,Limited,2018-05-22 0:03,SG1123,Level 1,2018-05-11 10:21,User Access / Permission,2400,0,,
INC000018073515,APP000010027488,R1001,PL1001,2018-02-23 8:04,Software,Priority 3,High,Limited,2018-03-18 0:08,SG1034,Level 2,2018-03-07 9:37,Data Issue,1042356,942085,,
INC000019555203,APP000010027175,R1028,PL1001,2019-01-02 14:23,Software,Priority 4,Low,Limited,2019-01-18 0:09,SG1116,Level 3,2019-01-07 6:37,User Access / Permission,404050,0,,
INC000019021103,APP000010029495,R1024,PL1001,2018-09-11 7:51,Software,Priority 4,Medium,Limited,2018-09-22 0:01,SG1072,Level 2,2018-09-11 9:56,Job Failure,7491,0,,
INC000018565402,APP000010007299,R1016,PL1001,2018-06-08 6:56,Software,Priority 4,Low,Limited,2018-06-23 0:13,SG1141,Level 2,2018-06-12 23:14,Data Issue,404297,0,,
INC000018707981,APP000010021404,R1016,PL1001,2018-07-08 20:20,Software,Priority 3,High,Limited,2018-07-24 0:08,SG1112,Level 2,2018-07-13 8:50,Data Issue,390618,0,,
INC000018865047,APP0006052,R1024,PL1001,2018-08-09 7:51,Software,Priority 3,High,Limited,2018-08-21 0:03,SG1040,Level 1,2018-08-10 10:39,User Access / Permission,96484,94215,,
INC000018411560,APP000010007299,R1016,PL1001,2018-05-09 10:55,Software,Priority 4,Low,Limited,2018-05-26 0:08,SG1141,Level 2,2018-05-15 5:09,Data Issue,497614,0,,
INC000019330146,APP000010016140,R1001,PL1001,2018-11-14 1:02,Software,Priority 4,Low,Limited,2018-11-25 0:01,SG1005,Level 2,2018-11-14 21:40,User Access / Permission,74238,0,,
INC000018738056,APP000010027900,R1028,PL1001,2018-07-13 12:19,Software,Priority 3,High,Limited,2018-07-31 0:03,SG1112,Level 2,2018-07-20 3:41,Data Issue,573749,0,,
INC000018100637,APP000010007552,R1028,PL1001,2018-03-01 5:40,Software,Priority 4,Medium,Limited,2018-03-13 0:14,SG1103,Level 2,2018-03-02 5:58,Data Issue,87452,0,,
INC000019284772,APP000010023266,R1001,PL1001,2018-11-04 21:20,Software,Priority 3,High,Limited,2018-11-17 0:00,SG1073,Level 2,2018-11-06 23:12,Configuration Error,179553,0,,
INC000017990591,APP000010027488,R1001,PL1001,2018-02-04 20:20,Software,Priority 3,High,Limited,2018-03-06 0:05,SG1034,Level 2,2018-02-23 5:27,Data Issue,1588039,782900,,
INC000018287344,APP000010022548,R1028,PL1001,2018-04-12 11:19,Software,Priority 4,Medium,Limited,2018-06-04 0:14,SG1214,Level 2,2018-05-24 3:12,Data Issue,3599600,703413,,
INC000018768146,APP0006896,R1028,PL1002,2018-07-19 16:07,Software,Priority 4,Low,Limited,2018-07-30 0:08,SG1123,Level 1,2018-07-19 16:30,User knowledge or training error,1386,0,,
INC000019119545,APP000010025588,R1016,PL1001,2018-10-01 8:29,Software,Priority 3,High,Limited,2018-11-08 0:02,SG1218,Level 2,2018-10-28 12:59,Software Bug (vendor),2348963,0,,
INC000018021428,APP000010027488,R1001,PL1001,2018-02-11 10:43,Software,Priority 3,High,Limited,2018-03-09 0:12,SG1034,Level 2,2018-02-26 8:18,Data Issue,1287302,1010591,,
INC000017985632,APP000010007300,R1016,PL1001,2018-02-02 10:12,Software,Priority 3,High,Limited,2018-03-05 0:13,SG1111,Level 1,2018-02-22 2:12,Data Issue,1699160,0,,
INC000019747006,APP000010027175,R1028,PL1001,2019-02-11 11:47,Software,Priority 4,Low,Limited,2019-02-22 0:16,SG1055,Level 1,2019-02-11 12:02,User Access / Permission,900,0,,
INC000018809350,APP000010021404,R1016,PL1001,2018-07-29 21:08,Software,Priority 3,High,Limited,2018-08-11 0:08,SG1112,Level 2,2018-07-31 6:41,User Access / Permission,120765,667,,
INC000017916744,APP000010028462,R1028,PL1001,2018-01-19 0:26,Software,Priority 3,High,Limited,2018-02-03 0:04,SG1160,Level 2,2018-01-23 5:03,Application Defect (SDLC activities),362244,0,,
INC000018387601,APP000010024042,R1007,PL1001,2018-05-04 5:31,Software,Priority 3,High,Limited,2018-05-20 0:09,SG1018,Level 2,2018-05-09 5:49,Data Issue,433047,419411,,
INC000019058144,APP000010007299,R1016,PL1001,2018-09-18 13:48,Software,Priority 3,High,Limited,2018-10-02 0:01,SG1062,Level 2,2018-09-21 1:12,Data Issue,213854,0,,
INC000018829527,APP000010023266,R1001,PL1001,2018-08-01 21:20,Software,Priority 3,High,Limited,2018-08-14 0:02,SG1024,Level 2,2018-08-03 0:24,Job Failure,97476,1690,,
INC000018367245,APP000010022548,R1028,PL1001,2018-04-30 14:50,Software,Priority 3,High,Limited,2018-06-02 0:11,SG1214,Level 2,2018-05-22 11:35,Configuration Error,1889095,0,,
INC000018969324,APP000010028855,R1016,PL1001,2018-08-31 1:34,Software,Priority 3,High,Limited,2018-09-17 0:01,SG1140,Level 2,2018-09-06 9:07,Job Failure,545549,0,,
INC000018109339,APP0006896,R1028,PL1002,2018-03-02 16:08,Software,Priority 4,Low,Limited,2018-03-13 0:20,SG1123,Level 1,2018-03-02 19:09,Connectivity,10867,0,,8.31E+17
INC000018306784,APP000010007299,R1016,PL1001,2018-04-17 8:45,Software,Priority 4,Low,Limited,2018-05-01 0:09,SG1141,Level 2,2018-04-20 15:16,User Access / Permission,282655,0,,
INC000018143240,APP000010021078,R1001,PL1001,2018-03-11 20:56,Software,Priority 3,High,Limited,2018-03-23 0:05,SG1024,Level 2,2018-03-12 16:49,Job Failure,71602,0,,
INC000017898618,APP000010027900,R1028,PL1001,2018-01-16 1:21,Software,Priority 3,High,Limited,2018-01-29 0:13,SG1049,Level 2,2018-01-18 3:56,Data Issue,182089,0,,
INC000018717216,APP000010016112,R1028,PL1001,2018-07-10 5:48,Software,Priority 3,High,Limited,2018-07-22 0:02,SG1112,Level 2,2018-07-11 3:32,Data Issue,78241,0,,
INC000017995627,APP000010024042,R1007,PL1001,2018-02-05 13:20,Software,Priority 3,High,Limited,2018-02-18 0:03,SG1018,Level 2,2018-02-07 2:46,Job Failure,134752,0,,
INC000018175224,APP000010027488,R1001,PL1001,2018-03-18 22:38,Software,Priority 3,High,Limited,2018-05-04 0:10,SG1034,Level 2,2018-04-23 1:33,Data Issue,3034495,766954,,
INC000019550958,APP000010007300,R1016,PL1001,2019-01-02 2:26,Software,Priority 4,Low,Limited,2019-01-14 0:08,SG1062,Level 2,2019-01-03 2:22,Data Issue,86133,0,,
INC000017868037,APP000010022869,R1001,PL1001,2018-01-09 19:15,Software,Priority 3,High,Limited,2018-01-22 0:03,SG1033,Level 2,2018-01-11 6:42,Job Failure,127634,0,,
INC000019669201,APP000010027175,R1028,PL1001,2019-01-24 12:31,Software,Priority 4,Low,Limited,2019-02-04 0:12,SG1055,Level 1,2019-01-24 13:00,User Access / Permission,1755,0,,
INC000019204942,APP000010029495,R1024,PL1001,2018-10-18 5:33,Software,Priority 4,Medium,Limited,2018-10-30 0:02,SG1072,Level 2,2018-10-19 2:05,Incident Opened in Error / Not serviced,73888,0,,
INC000018044132,APP000010026393,R1028,PL1001,2018-02-16 4:13,Software,Priority 3,High,Limited,2018-02-27 0:04,SG1116,Level 3,2018-02-16 5:33,Data Issue,4834,0,,
INC000017993749,APP000010028529,R1016,PL1001,2018-02-05 8:41,Software,Priority 3,High,Limited,2018-02-19 0:07,SG1117,Level 3,2018-02-08 16:22,Data Issue,286857,0,,
INC000018115525,APP0006052,R1024,PL1001,2018-03-05 8:46,Software,Priority 4,Low,Limited,2018-03-18 0:06,SG1040,Level 1,2018-03-07 11:43,Connectivity,183384,0,,
INC000017938777,APP000010024042,R1007,PL1001,2018-01-24 6:28,Software,Priority 3,High,Limited,2018-02-05 0:08,SG1018,Level 2,2018-01-25 10:39,Software Bug (vendor),101450,0,,
INC000018105346,APP000010027488,R1001,PL1001,2018-03-02 1:07,Software,Priority 4,Low,Limited,2018-03-13 0:08,SG1123,Level 1,2018-03-02 1:30,User Access / Permission,1364,0,,8.31E+17
INC000019097528,APP000010029897,R1028,PL1001,2018-09-26 7:17,Software,Priority 3,High,Limited,2018-10-14 0:02,SG1112,Level 2,2018-10-03 4:30,Interface or Middleware,594793,0,,
INC000018968176,APP000010022548,R1028,PL1001,2018-08-30 17:21,Software,Priority 4,Low,Limited,2018-09-18 0:06,SG1214,Level 2,2018-09-07 9:23,Data Issue,662494,76524,,
INC000019559883,APP000010027175,R1028,PL1001,2019-01-03 9:45,Software,Priority 4,Low,Limited,2019-01-15 0:02,SG1055,Level 1,2019-01-04 11:28,User Access / Permission,92550,91209,,
INC000018746285,APP000010028855,R1016,PL1001,2018-07-16 8:35,Software,Priority 3,High,Limited,2018-07-30 0:02,SG1140,Level 2,2018-07-19 22:45,Data Issue,310165,0,,
INC000018314729,APP000010025872,R1028,PL1002,2018-04-18 14:47,Software,Priority 3,High,Limited,2018-05-05 0:09,SG1180,Level 2,2018-04-24 16:31,Software Bug (vendor),524647,0,,
INC000019039404,APP000010016112,R1028,PL1001,2018-09-14 5:38,Software,Priority 3,High,Limited,2018-09-28 0:03,SG1112,Level 2,2018-09-17 5:24,Data Issue,258378,0,,
INC000018022111,APP000010027488,R1001,PL1001,2018-02-11 21:00,Software,Priority 3,High,Limited,2018-04-01 0:10,SG1034,Level 2,2018-03-21 22:02,Data Issue,3283322,1725995,,
INC000019275766,APP000010032598,R1028,PL1002,2018-11-01 12:28,Software,Priority 4,Low,Limited,2018-11-12 0:01,SG1056,Level 2,2018-11-01 14:54,User knowledge or training error,8783,0,,
INC000018217023,APP000010007300,R1016,PL1001,2018-03-27 18:21,Software,Priority 3,High,Limited,2018-04-13 0:12,SG1111,Level 1,2018-04-02 6:18,Data Issue,475032,0,,
INC000018850886,APP000010007299,R1016,PL1001,2018-08-07 0:20,Software,Priority 3,High,Limited,2018-08-18 0:07,SG1141,Level 2,2018-08-07 8:21,Physical environmental failure,28869,0,,
INC000018279983,APP000010026393,R1028,PL1001,2018-04-11 7:51,Software,Priority 3,High,Limited,2018-04-22 0:06,SG1116,Level 3,2018-04-11 8:11,Data Issue,1207,0,,
INC000018116043,APP000010028529,R1016,PL1001,2018-03-05 9:44,Software,Priority 4,Low,Limited,2018-03-19 0:01,SG1117,Level 3,2018-03-08 15:02,User Access / Permission,278252,275373,,
INC000018240732,APP0006052,R1024,PL1001,2018-04-03 3:05,Software,Priority 3,High,Limited,2018-04-14 0:07,SG1040,Level 1,2018-04-03 6:08,Connectivity,10964,0,,
INC000017891931,APP000010016140,R1001,PL1001,2018-01-15 2:45,Software,Priority 4,Low,Limited,2018-01-26 0:10,SG1123,Level 1,2018-01-15 3:03,User knowledge or training error,1031,0,,8.31E+17
INC000018961078,APP000010007299,R1016,PL1001,2018-08-29 14:05,Software,Priority 4,Low,Limited,2018-09-10 0:02,SG1141,Level 2,2018-08-30 6:23,Data Issue,58642,0,,
INC000019351394,APP000010007552,R1028,PL1001,2018-11-19 2:18,Software,Priority 4,Medium,Limited,2018-12-02 0:05,SG1073,Level 2,2018-11-21 5:47,Job Failure,185371,78822,,
INC000018988768,APP000010027488,R1001,PL1001,2018-09-04 20:39,Software,Priority 3,High,Limited,2018-09-22 0:01,SG1035,Level 3,2018-09-11 3:07,Job Failure,541662,2995,,
INC000019090501,APP000010029897,R1028,PL1001,2018-09-25 6:01,Software,Priority 3,High,Limited,2018-10-07 0:04,SG1112,Level 2,2018-09-26 4:47,Change Implementation,81949,0,,
INC000019202079,APP000010027175,R1028,PL1001,2018-10-17 14:48,Software,Priority 4,Low,Limited,2018-10-29 0:03,SG1056,Level 2,2018-10-18 17:17,Configuration Error,95311,76766,,
INC000018838083,APP000010025905,R1007,PL1001,2018-08-03 8:17,Software,Priority 3,High,Limited,2018-08-17 0:01,SG1044,Level 1,2018-08-06 14:38,Physical environmental failure,282056,0,,
INC000018998495,APP000010016112,R1028,PL1001,2018-09-06 6:14,Software,Priority 4,Low,Limited,2018-09-18 0:03,SG1112,Level 2,2018-09-07 5:51,High Memory Utilization,85022,0,,8.31E+17
INC000018534801,APP000010024042,R1007,PL1001,2018-06-04 4:16,Software,Priority 3,High,Limited,2018-06-16 0:04,SG1214,Level 2,2018-06-05 10:46,User knowledge or training error,109803,0,,
INC000017990708,APP000010027488,R1001,PL1001,2018-02-04 20:58,Software,Priority 3,High,Limited,2018-03-06 0:12,SG1034,Level 2,2018-02-23 5:32,Data Issue,1585987,688830,,
INC000018311093,APP000010007300,R1016,PL1001,2018-04-18 2:59,Software,Priority 4,Medium,Limited,2018-05-18 0:20,SG1111,Level 1,2018-05-07 6:45,User Access / Permission,1655166,336405,,
INC000017989286,APP000010022869,R1001,PL1001,2018-02-03 23:53,Software,Priority 3,High,Limited,2018-02-17 0:14,SG1033,Level 2,2018-02-06 5:03,Job Failure,191427,0,,
INC000019205141,APP000010027175,R1028,PL1001,2018-10-18 6:25,Software,Priority 4,Low,Limited,2018-10-30 0:07,SG1116,Level 3,2018-10-19 10:11,Application Defect (SDLC activities),99950,0,,
INC000019124841,APP000010029495,R1024,PL1001,2018-10-02 3:42,Software,Priority 4,Medium,Limited,2018-10-14 0:02,SG1072,Level 2,2018-10-03 5:13,Job Failure,91854,0,,
INC000018087434,APP000010026393,R1028,PL1001,2018-02-27 2:29,Software,Priority 3,High,Limited,2018-03-10 0:07,SG1116,Level 3,2018-02-27 2:51,Data Issue,1371,0,,
INC000017914857,APP000010028529,R1016,PL1001,2018-01-18 13:20,Software,Priority 3,High,Limited,2018-02-02 0:02,SG1117,Level 3,2018-01-22 11:22,Configuration Error,338505,306424,,
INC000018290714,APP0006052,R1024,PL1001,2018-04-13 4:53,Software,Priority 4,Medium,Limited,2018-04-24 0:07,SG1040,Level 1,2018-04-13 14:54,Data Issue,36059,32823,,
INC000018676178,APP000010007299,R1016,PL1001,2018-07-01 18:16,Software,Priority 3,High,Limited,2018-07-14 0:05,SG1141,Level 2,2018-07-03 9:07,Data Issue,139881,0,,
INC000018757364,APP000010016140,R1001,PL1001,2018-07-17 22:59,Software,Priority 4,Low,Limited,2018-07-29 0:03,SG1005,Level 2,2018-07-18 2:42,User Access / Permission,13341,0,,
INC000018945370,APP000010024042,R1007,PL1001,2018-08-27 7:03,Software,Priority 4,Medium,Limited,2018-09-14 0:05,SG1018,Level 2,2018-09-03 9:45,Connectivity,614538,503408,,
INC000019481382,APP0000629,R1044,PL1001,2018-12-13 3:13,Software,Priority 4,Low,Limited,2018-12-24 0:10,SG1123,Level 1,2018-12-13 3:22,User knowledge or training error,517,0,,8.31E+17
INC000018970965,APP000010007299,R1016,PL1001,2018-08-31 7:48,Software,Priority 4,Low,Limited,2018-09-11 0:01,SG1141,Level 2,2018-08-31 14:10,Data Issue,22910,0,,
INC000018256903,APP000010007552,R1028,PL1001,2018-04-05 17:47,Software,Priority 4,Low,Limited,2018-04-22 0:08,SG1103,Level 2,2018-04-11 9:25,User knowledge or training error,488310,191158,,
INC000018119373,APP000010027488,R1001,PL1001,2018-03-05 21:20,Software,Priority 3,High,Limited,2018-03-30 0:03,SG1034,Level 2,2018-03-19 2:01,Data Issue,1136456,1120093,,
INC000018458445,APP000010022548,R1028,PL1001,2018-05-18 11:10,Software,Priority 3,High,Limited,2018-07-09 0:09,SG1214,Level 2,2018-06-28 9:39,Data Issue,3536938,174920,,
INC000018965117,APP000010028855,R1016,PL1001,2018-08-30 8:13,Software,Priority 4,Low,Limited,2018-09-17 0:02,SG1140,Level 2,2018-09-06 8:50,Data Issue,607030,0,,
INC000019100036,APP000010007300,R1016,PL1001,2018-09-26 14:31,Software,Priority 3,High,Limited,2018-10-14 0:08,SG1111,Level 1,2018-10-03 7:34,User knowledge or training error,579775,0,,
INC000018831933,APP000010029495,R1024,PL1001,2018-08-02 6:47,Software,Priority 4,Low,Limited,2018-08-14 0:03,SG1205,Level 2,2018-08-03 6:03,Job Failure,83737,0,,8.31E+17
INC000017829202,APP000010026393,R1028,PL1001,2018-01-02 9:20,Software,Priority 4,Low,Limited,2018-01-13 0:14,SG1116,Level 3,2018-01-02 9:27,Data Issue,433,0,,
INC000019101610,APP000010016140,R1001,PL1001,2018-09-26 22:41,Software,Priority 4,Low,Limited,2018-10-08 0:05,SG1005,Level 2,2018-09-27 3:47,Data Issue,18384,0,,
INC000019014459,APP000010024042,R1007,PL1001,2018-09-10 8:30,Software,Priority 3,High,Limited,2018-09-23 0:06,SG1018,Level 2,2018-09-12 12:53,Physical environmental failure,188593,119580,,
INC000017902249,APP0000629,R1044,PL1001,2018-01-16 11:41,Software,Priority 4,Low,Limited,2018-01-28 0:13,SG1142,Level 1,2018-01-17 1:22,Data Issue,49209,1273,,
INC000018381743,APP000010007299,R1016,PL1001,2018-05-03 6:01,Software,Priority 4,Low,Limited,2018-05-17 0:01,SG1141,Level 2,2018-05-06 8:47,Job Failure,269185,0,,
INC000018809952,APP000010023266,R1001,PL1001,2018-07-30 0:13,Software,Priority 3,High,Limited,2018-08-24 0:02,SG1035,Level 3,2018-08-13 23:50,Job Failure,1294597,1200,,
INC000018021424,APP000010027488,R1001,PL1001,2018-02-11 10:40,Software,Priority 3,High,Limited,2018-03-09 0:07,SG1034,Level 2,2018-02-26 8:17,Data Issue,1287413,1037526,,
INC000018465431,APP000010028855,R1016,PL1001,2018-05-21 1:46,Software,Priority 4,Low,Limited,2018-06-08 0:03,SG1140,Level 2,2018-05-28 6:06,User Access / Permission,620395,0,,
INC000018441089,APP0010440,R1001,PL1002,2018-05-15 21:02,Software,Priority 3,High,Limited,2018-05-27 0:02,SG1022,Level 1,2018-05-16 0:33,Software Bug (vendor),12644,0,,
INC000019284724,APP000010021078,R1001,PL1001,2018-11-04 21:00,Software,Priority 3,High,Limited,2018-11-19 0:05,SG1024,Level 2,2018-11-08 5:45,Job Failure,290702,0,,
INC000019260507,APP000010016112,R1028,PL1001,2018-10-30 0:40,Software,Priority 3,High,Limited,2018-11-11 0:03,SG1112,Level 2,2018-10-31 4:53,Data Issue,101584,0,,
INC000018834359,APP000010024042,R1007,PL1001,2018-08-02 13:34,Software,Priority 3,High,Limited,2018-08-18 0:02,SG1018,Level 2,2018-08-07 9:56,Data Issue,418924,80471,,
INC000017990735,APP000010027488,R1001,PL1001,2018-02-04 21:08,Software,Priority 3,High,Limited,2018-03-17 0:15,SG1034,Level 2,2018-03-06 7:35,Data Issue,2543268,1562269,,
INC000018870976,APP000010007300,R1016,PL1001,2018-08-10 8:33,Software,Priority 4,Low,Limited,2018-08-31 0:12,SG1111,Level 1,2018-08-20 8:47,User knowledge or training error,864818,0,,
INC000017941832,APP000010027175,R1028,PL1001,2018-01-24 16:35,Software,Priority 4,Low,Limited,2018-02-18 0:11,SG1116,Level 3,2018-02-07 5:47,Data Issue,1170721,739649,,
INC000018165640,APP000010021703,R1028,PL1001,2018-03-15 13:49,Software,Priority 4,Low,Limited,2018-03-27 0:01,SG1009,Level 2,2018-03-16 9:38,User knowledge or training error,71345,0,,
INC000018178621,APP000010026393,R1028,PL1001,2018-03-19 10:57,Software,Priority 3,High,Limited,2018-03-31 0:15,SG1116,Level 3,2018-03-20 6:01,Data Issue,68677,68146,,
INC000018799894,APP000010028529,R1016,PL1001,2018-07-26 11:39,Software,Priority 3,High,Limited,2018-08-06 0:04,SG1117,Level 3,2018-07-26 15:16,User knowledge or training error,13062,0,,
INC000019386344,APP0006052,R1024,PL1001,2018-11-26 7:31,Software,Priority 3,High,Limited,2018-12-09 0:06,SG1048,Level 2,2018-11-28 13:46,User knowledge or training error,195304,0,,8.31E+17
INC000018770525,APP000010016140,R1001,PL1001,2018-07-20 5:20,Software,Priority 4,Low,Limited,2018-08-03 0:05,SG1014,Level 2,2018-07-23 4:23,User knowledge or training error,255784,0,,
INC000017944256,APP0000629,R1044,PL1001,2018-01-25 5:15,Software,Priority 3,High,Limited,2018-02-11 0:15,SG1142,Level 1,2018-01-31 4:27,Data Issue,515485,169817,,
INC000019082298,APP000010007552,R1028,PL1001,2018-09-24 2:07,Software,Priority 4,Medium,Limited,2018-10-06 0:05,SG1073,Level 2,2018-09-25 7:51,Job Failure,107008,0,,
INC000019158604,APP000010027488,R1001,PL1001,2018-10-09 8:22,Software,Priority 4,Low,Limited,2018-10-23 0:02,SG1073,Level 2,2018-10-12 0:59,Data Issue,232615,229411,,
INC000018884037,APP000010028855,R1016,PL1001,2018-08-14 1:38,Software,Priority 3,High,Limited,2018-09-01 0:03,SG1140,Level 2,2018-08-21 1:02,Data Issue,602648,0,,
INC000018471561,APP0010440,R1001,PL1002,2018-05-21 21:13,Software,Priority 3,High,Limited,2018-06-02 0:07,SG1022,Level 1,2018-05-22 2:41,Capacity/ Disk Space,19695,0,,
